Transaction_Date,Price,Transaction_Type,Property_Type,Area_sqft,Location,Floor,Age_of_Property,Number_of_Rooms,Number_of_Bathrooms,Amenities,Orientation,Condition,Inflation_Rate,Interest_Rate,Exchange_Rate,Economic_Condition,Crime_Rate,Region_Average_Price,Days_on_Market,Price_Per_Sqft,Market_Age_Ratio,Amenities_Score,Price_Volatility,Absorption_Rate,Region_Risk,Inflation_Adjusted_Price,Risk_Score,Risk_Cluster_Label
2019-10-17 15:45:18.631863188,7702394.0,Unknown,Villa,12660.0,Downtown Dubai,16.0,0.0,3.0,2.0,"Parking, Gym, Elevator",West,Under Construction,2.35,4.48,3.77,Growth,4.07,13517006.0,346.0,0.02066372105156911,0.0,0.5,0,0.04945054945054945,0.20909529331309132,0.4843997460760822,0.476231774083453,Medium Risk
2019-10-17 20:08:08.208820884,11496229.0,Sale,Townhouse,3115.0,Palm Jumeirah,26.0,7.0,5.0,2.0,"Pool, Elevator",West,New,4.73,2.25,3.72,Growth,5.06,5140238.0,97.0,0.13179002603953885,0.0014577259475218659,0.25,0,0.7335164835164835,0.3879984945869495,0.7574029469056653,0.5317450478772544,Medium Risk
2019-10-18 00:30:57.785778576,12229497.0,Sale,Townhouse,10261.0,Unknown,37.0,44.0,3.0,1.0,"Parking, Gym, Elevator, Garden, Pool",West,New,2.51,3.32,3.96,Growth,8.97,11607975.0,140.0,0.04170445206932882,0.00636850484874801,1.0,0,0.6153846153846154,0.7316866908613291,0.7900099496867365,0.6425364552948538,Medium Risk
2019-10-18 04:53:47.362736272,13560690.0,Sale,Townhouse,10740.0,Business Bay,7.0,10.0,6.0,1.0,"Garden, Pool, Parking",West,Renovated,2.72,4.55,3.62,Stable,9.42,7665398.0,203.0,0.044257674091589164,0.0010004001600640256,0.5,0,0.4423076923076923,0.8520337703433362,0.8815068922100795,0.7722506026340865,High Risk
2019-10-18 09:16:36.939693968,2063659.0,Rent,Land,2145.0,Jumeirah,2.0,49.0,7.0,3.0,"Elevator, Garden, Parking, Gym, Pool",North,Under Construction,4.68,3.99,3.95,Recession,5.06,2049442.0,171.0,0.03340545979012256,0.005813953488372093,1.0,0,0.5302197802197802,0.06964862872345441,0.10850564762302756,0.6087209472667636,Medium Risk
2019-10-18 13:39:26.516651664,8759357.0,Sale,Villa,2580.0,Dubai Marina,16.0,11.0,5.0,5.0,"Parking, Elevator, Gym",North,Needs Renovation,2.98,2.57,3.7,Growth,5.54,9482712.0,273.0,0.1211272180289254,0.0008193058245195889,0.5,0,0.25,0.3236727288056085,0.5590763266217006,0.48707247583772145,Medium Risk
2019-10-18 18:02:16.093609360,7773636.0,Sale,Land,14779.0,Dubai Marina,30.0,2.0,3.0,5.0,Gym,East,Needs Renovation,3.88,2.75,3.9,Unknown,7.44,12720404.0,333.0,0.0176917763917479,0.00012220457045093486,0.0,0,0.08516483516483517,0.38576360719644803,0.4970005324522699,0.6788294020120073,High Risk
2019-10-18 22:25:05.670567056,1660563.0,Rent,Apartment,2540.0,Palm Jumeirah,6.0,38.0,1.0,2.0,"Garden, Elevator",West,Under Construction,3.12,3.17,3.98,Growth,9.83,7665398.0,136.0,0.02229223381117571,0.005660658423953523,0.25,0,0.6263736263736264,0.10887620942463273,0.07909007912538006,0.711425872677069,High Risk
2019-10-19 02:47:55.247524752,9751278.0,Unknown,Apartment,2000.0,Jumeirah,22.0,44.0,5.0,1.0,"Pool, Garden, Elevator",Unknown,Needs Renovation,2.52,5.96,3.8,Growth,1.72,10342515.0,321.0,0.17448616707709486,0.0027886931169983525,0.5,0,0.11813186813186813,0.11187011960530031,0.6232204719069439,0.43880500142724227,Medium Risk
2019-10-19 07:10:44.824482448,12986732.0,Sale,Townhouse,2005.0,Business Bay,26.0,30.0,5.0,4.0,Gym,East,New,4.84,3.15,3.71,Stable,8.15,7665398.0,349.0,0.2322209563966836,0.001749271137026239,0.0,0,0.04120879120879121,0.7059624548517822,0.860867065290761,0.8251728640981872,High Risk
2019-10-19 11:33:34.401440144,8518649.0,Unknown,Land,5553.0,Business Bay,25.0,14.0,5.0,2.0,Gym,North,New,1.6,5.41,3.65,Stable,8.47,4305214.0,55.0,0.05404170199813726,0.00510204081632653,0.0,0,0.8489010989010989,0.481258321409088,0.5350745321583056,0.6509717826444145,Medium Risk
2019-10-19 15:56:23.978397840,8856671.0,Unknown,Townhouse,4564.0,Downtown Dubai,46.0,11.0,2.0,5.0,"Parking, Gym, Pool, Elevator, Garden",South,New,2.98,4.98,3.76,Stable,1.02,5274031.0,148.0,0.06869733576989023,0.0015066429256266267,1.0,0,0.5934065934065934,0.06025523734667648,0.5656583235976638,0.32823948350494303,Low Risk
2019-10-19 20:19:13.555355536,14282513.0,Sale,Penthouse,14890.0,Dubai Marina,7.0,27.0,5.0,5.0,Parking,East,New,4.6,2.62,3.96,Growth,5.31,8468137.0,83.0,0.03331553584034467,0.006559766763848397,0.0,0,0.771978021978022,0.5058517615033534,0.9478410176015485,0.5565119045986981,Medium Risk
2019-10-20 00:42:03.132313232,12049673.0,Sale,Townhouse,9383.0,Palm Jumeirah,31.0,13.0,8.0,2.0,"Garden, Elevator",South,Under Construction,2.03,2.49,3.82,Recession,9.64,6033019.0,160.0,0.04503490123419796,0.0016478641145899354,0.25,0,0.5604395604395604,0.774776452298383,0.7741039638496617,0.6204279567301725,Medium Risk
2019-10-20 05:04:52.709270928,5601547.0,Rent,Townhouse,4863.0,Dubai Marina,38.0,32.0,5.0,3.0,"Elevator, Garden, Parking, Gym",North,New,3.94,3.63,3.73,Growth,4.01,946698.0,120.0,0.040258410385844885,0.0053972002023950074,0.75,0,0.6703296703296703,0.14982230503216828,0.34902440882725083,0.4795340946910851,Medium Risk
2019-10-20 09:27:42.286228624,2610183.0,Rent,Penthouse,10230.0,Downtown Dubai,25.0,21.0,2.0,5.0,"Elevator, Garden",South,New,4.28,3.73,3.86,Growth,5.06,5212238.0,39.0,0.007923554772621886,0.010714285714285714,0.25,0,0.8928571428571429,0.0880938501308949,0.14539520289144378,0.5488145903727252,Medium Risk
2019-10-20 13:50:31.863186320,14833396.0,Unknown,Townhouse,6339.0,Dubai Marina,27.0,19.0,4.0,2.0,"Parking, Garden, Elevator",North,Needs Renovation,2.38,3.99,3.85,Stable,8.02,6427056.0,113.0,0.08310729495741397,0.003401360544217687,0.5,0,0.6895604395604396,0.7934856496517639,0.9640587321345866,0.6248611207882848,Medium Risk
2019-10-20 18:13:21.440144016,10946020.0,Rent,Penthouse,14453.0,Dubai Marina,31.0,35.0,1.0,3.0,"Gym, Elevator, Pool, Parking, Garden",South,Renovated,4.74,3.18,3.68,Growth,5.06,13472541.0,190.0,0.02603578030373373,0.0037397157816005983,1.0,0,0.47802197802197804,0.36942890418402774,0.7196281186098817,0.5854980916543671,Medium Risk
2019-10-20 22:36:11.017101712,10188668.0,Unknown,Land,1937.0,Palm Jumeirah,25.0,9.0,3.0,5.0,Pool,East,Renovated,1.97,2.92,3.72,Growth,2.59,9841104.0,249.0,0.18833999922534111,0.0007346938775510204,0.0,0,0.3159340659340659,0.17601160068495292,0.6489914143987041,0.28236761048261677,Low Risk
2019-10-21 02:59:00.594059404,14793390.0,Rent,Apartment,14419.0,Downtown Dubai,43.0,13.0,1.0,1.0,"Garden, Gym, Pool, Parking",Unknown,Renovated,3.13,2.89,3.83,Stable,8.95,1602870.0,183.0,0.035723282193619234,0.0014418811002661932,0.75,0,0.49725274725274726,0.8831101159955105,0.9686557863040148,0.6817535824803841,High Risk
2019-10-21 07:21:50.171017100,10825263.0,Rent,Villa,8915.0,Dubai Marina,26.0,20.0,6.0,5.0,"Garden, Elevator",East,Under Construction,3.85,5.93,3.58,Stable,4.18,13566170.0,253.0,0.04251281530607286,0.0016069419893941829,0.25,0,0.30494505494505497,0.3018136348001339,0.7049930490782513,0.6471880665160796,Medium Risk
2019-10-21 11:44:39.747974796,4337559.0,Rent,Apartment,5985.0,Dubai Marina,42.0,35.0,8.0,3.0,"Pool, Gym, Elevator, Garden, Parking",East,Under Construction,2.08,3.99,3.94,Unknown,0.73,12371044.0,314.0,0.024856980871380573,0.0022675736961451248,1.0,0,0.13736263736263737,0.021119925058844174,0.2574365441940051,0.23607427087805086,Low Risk
2019-10-21 16:07:29.324932492,11422560.0,Rent,Villa,12988.0,Business Bay,6.0,17.0,2.0,5.0,"Gym, Parking",West,New,2.98,4.56,3.88,Recession,2.07,6070115.0,24.0,0.03043970303879487,0.013877551020408165,0.25,0,0.9340659340659341,0.1577095203802045,0.7392065657689569,0.34628194486763014,Medium Risk
2019-10-21 20:30:18.901890188,3447216.0,Unknown,Land,6668.0,Dubai Marina,15.0,43.0,1.0,2.0,Parking,South,Renovated,3.64,4.18,3.81,Recession,5.06,7665398.0,106.0,0.017365187029357514,0.008201411405683768,0.0,0,0.7087912087912088,0.11634376964098798,0.20127499984473776,0.5494760153163515,Medium Risk
2019-10-22 00:53:08.478847884,2948508.0,Rent,Townhouse,13261.0,Business Bay,18.0,20.0,9.0,3.0,"Gym, Pool, Garden, Elevator",West,New,2.2,2.16,3.81,Unknown,0.51,7665398.0,244.0,0.006740635187219116,0.0016659725114535609,0.75,0,0.32967032967032966,0.010029900024432114,0.16453920703760486,0.12465310077261975,Low Risk
2019-10-22 05:15:58.055805580,10948348.0,Unknown,Penthouse,5758.0,Palm Jumeirah,25.0,47.0,4.0,3.0,"Parking, Pool",West,Under Construction,4.07,2.68,3.6,Stable,1.17,7276295.0,188.0,0.06728925351403342,0.0050750458913724214,0.25,0,0.4835164835164835,0.0854394752918497,0.7149704224654421,0.3153215319400652,Low Risk
2019-10-22 09:38:47.632763276,2453094.0,Rent,Townhouse,12617.0,Business Bay,23.0,17.0,6.0,1.0,"Garden, Elevator, Pool",South,Under Construction,3.77,5.55,3.5,Growth,7.09,14180569.0,182.0,0.005733800053291948,0.0018958403033344487,0.5,0,0.5,0.11600709271656888,0.133814393924473,0.7440731132636733,High Risk
2019-10-22 14:01:37.209720972,2203562.0,Rent,Townhouse,9989.0,Unknown,23.0,49.0,1.0,5.0,"Elevator, Garden, Parking, Pool, Gym",North,Under Construction,2.98,5.85,3.84,Unknown,1.54,4808935.0,128.0,0.006677489048323201,0.007751937984496124,1.0,0,0.6483516483516484,0.02263445869795578,0.1156640440617954,0.3920838288154044,Medium Risk
2019-10-22 18:24:26.786678668,10096986.0,Unknown,Land,12802.0,Business Bay,34.0,46.0,3.0,5.0,"Gym, Garden, Pool, Parking",South,New,3.8,5.88,3.56,Recession,5.06,7665398.0,317.0,0.027166201081941264,0.002952124245924785,0.75,0,0.12912087912087913,0.3407739501244717,0.6549870746382783,0.6941662305923912,High Risk
2019-10-22 22:47:16.363636364,4848906.0,Sale,Townhouse,12494.0,Business Bay,22.0,10.0,1.0,1.0,Elevator,North,New,3.89,5.2,3.89,Growth,4.4,12998327.0,19.0,0.012718471899688442,0.01020408163265306,0.0,0,0.9478021978021978,0.14230513088389224,0.297484467928997,0.5654913407201666,Medium Risk
2019-10-23 03:10:05.940594060,3227607.0,Sale,Penthouse,14429.0,Jumeirah,30.0,17.0,2.0,3.0,"Parking, Gym, Pool",West,Renovated,4.81,5.91,3.57,Stable,3.89,10887788.0,273.0,0.00678917617033442,0.0012661999106211828,0.5,0,0.25,0.08374412853892961,0.1888064296109404,0.6891911643761554,High Risk
2019-10-23 07:32:55.517551756,10175028.0,Sale,Villa,10317.0,Downtown Dubai,39.0,9.0,9.0,4.0,"Elevator, Pool, Gym, Parking, Garden",East,Needs Renovation,1.22,3.6,3.67,Growth,9.81,5834841.0,173.0,0.03428958164048721,0.001055594651653765,1.0,0,0.5247252747252747,0.665776923398621,0.6430657218401518,0.6167886499125443,Medium Risk
2019-10-23 11:55:45.094509452,5633411.0,Sale,Land,2217.0,Palm Jumeirah,19.0,12.0,1.0,3.0,"Garden, Elevator, Gym, Pool, Parking",South,Under Construction,2.98,4.54,3.97,Stable,0.39,7665398.0,305.0,0.09032831296605295,0.0008003201280512204,1.0,0,0.1620879120879121,0.014654134119696545,0.3476476820379384,0.3091949118501736,Low Risk
2019-10-23 16:18:34.671467148,13643280.0,Sale,Apartment,11204.0,Dubai Marina,13.0,39.0,5.0,2.0,"Pool, Parking, Garden, Gym",East,New,2.98,4.19,3.82,Recession,5.16,11550567.0,364.0,0.04263787807033756,0.002180598266703942,0.75,0,0.0,0.4695616406614399,0.8894087188451945,0.5710523430406548,Medium Risk
2019-10-23 20:41:24.248424844,5229621.0,Unknown,Penthouse,2245.0,Jumeirah,23.0,49.0,7.0,2.0,"Garden, Parking, Elevator, Gym, Pool",Unknown,Under Construction,4.84,4.58,3.78,Stable,1.71,6048754.0,291.0,0.08270200562524538,0.0034246575342465756,1.0,0,0.20054945054945056,0.05964725250779337,0.32672536440210853,0.5064476331559947,Medium Risk
2019-10-24 01:04:13.825382540,4752247.0,Rent,Townhouse,5729.0,Downtown Dubai,29.0,35.0,7.0,3.0,"Gym, Pool, Garden",North,New,1.16,4.64,3.71,Growth,1.36,2878421.0,236.0,0.028634880864364724,0.0030138637733574444,0.5,0,0.3516483516483517,0.0431084126176425,0.2823679906873014,0.22983401902947545,Low Risk
2019-10-24 05:27:03.402340232,7520016.0,Sale,Apartment,6954.0,Dubai Marina,18.0,4.0,3.0,2.0,"Garden, Pool, Parking, Gym",South,Needs Renovation,3.43,3.78,3.67,Unknown,2.93,5254446.0,284.0,0.037719436456610245,0.00028643036161833153,0.75,0,0.21978021978021978,0.14696384387379263,0.47747399911377536,0.4348410956051903,Medium Risk
2019-10-24 09:49:52.979297928,4350092.0,Sale,Villa,8710.0,Dubai Marina,16.0,13.0,5.0,1.0,Elevator,Unknown,Renovated,3.88,5.71,3.53,Growth,5.06,4099248.0,17.0,0.016733200769955353,0.01473922902494331,0.0,0,0.9532967032967034,0.1468158947873022,0.2634196356211255,0.6252745474487038,Medium Risk
2019-10-24 14:12:42.556255624,8769763.0,Sale,Apartment,6190.0,Jumeirah,15.0,12.0,1.0,5.0,"Elevator, Gym, Pool",East,New,2.55,4.42,3.67,Recession,9.11,11149809.0,8.0,0.04981270863829859,0.027210884353741496,0.5,0,0.978021978021978,0.5328811420035386,0.5573033834577348,0.6799904887661774,High Risk
2019-10-24 18:35:32.133213320,10181514.0,Sale,Townhouse,13377.0,Jumeirah,14.0,25.0,1.0,2.0,"Garden, Elevator, Gym",West,Renovated,2.52,2.4,3.54,Stable,3.29,7665398.0,302.0,0.026171523466828883,0.0016838418535731123,0.5,0,0.17032967032967034,0.22342531467101387,0.6521902261782028,0.32973613769586313,Low Risk
2019-10-24 22:58:21.710171016,5986408.0,Sale,Land,5961.0,Downtown Dubai,16.0,45.0,9.0,3.0,"Garden, Pool, Elevator, Parking, Gym",West,Needs Renovation,2.77,3.16,3.77,Recession,5.44,7318573.0,267.0,0.03493701132168914,0.003426743831861103,1.0,0,0.2664835164835165,0.21721475854395278,0.3706975448612522,0.48118383675329673,Medium Risk
2019-10-25 03:21:11.287128712,9500591.0,Unknown,Townhouse,12176.0,Jumeirah,41.0,14.0,5.0,4.0,"Pool, Garden",South,Needs Renovation,3.3,2.09,3.77,Recession,0.74,8367167.0,240.0,0.026861995251070133,0.001185536455245999,0.25,0,0.34065934065934067,0.04689283173263971,0.6112077211579118,0.2187737704077115,Low Risk
2019-10-25 07:44:00.864086408,14188720.0,Rent,Land,4538.0,Downtown Dubai,25.0,39.0,9.0,2.0,"Elevator, Gym, Parking, Garden",East,Renovated,1.98,2.31,3.51,Recession,9.59,7665398.0,279.0,0.11146736417524555,0.0028425655976676385,0.75,0,0.23351648351648352,0.9075821445606066,0.9169814033541787,0.6315348104545557,Medium Risk
2019-10-25 12:06:50.441044104,14428850.0,Sale,Apartment,10309.0,Business Bay,34.0,26.0,1.0,1.0,"Pool, Garden, Elevator, Parking, Gym",South,New,3.96,5.04,3.8,Stable,8.44,11247513.0,61.0,0.049198346095481245,0.008558262014483214,1.0,0,0.8324175824175825,0.8122660148234828,0.9518293270867746,0.788900380719122,High Risk
2019-10-25 16:29:40.018001800,11830992.0,Sale,Apartment,6851.0,Palm Jumeirah,14.0,23.0,7.0,5.0,"Pool, Gym, Elevator",Unknown,New,3.22,3.99,3.72,Stable,4.32,4980951.0,307.0,0.06099774585962555,0.0015239862178637689,0.5,0,0.1565934065934066,0.3409015886076317,0.7686964820046503,0.5206497482688662,Medium Risk
2019-10-25 20:52:29.594959496,1314700.0,Rent,Apartment,8175.0,Downtown Dubai,8.0,8.0,5.0,2.0,"Gym, Garden, Elevator",North,Under Construction,2.94,2.32,3.85,Recession,3.02,13573851.0,102.0,0.004521485294252756,0.0015851000594412521,0.5,0,0.7197802197802198,0.026482423318814802,0.05550981986456388,0.28553795711077834,Low Risk
2019-10-26 01:15:19.171917192,5868471.0,Sale,Villa,2508.0,Dubai Marina,35.0,36.0,6.0,4.0,"Garden, Gym",East,Renovated,3.39,5.11,3.92,Stable,7.31,3705032.0,345.0,0.08308261571407606,0.0021233927096850303,0.25,0,0.0521978021978022,0.28613201765435303,0.3651266581295325,0.7579802071239724,High Risk
2019-10-26 05:38:08.748874888,1339182.0,Rent,Townhouse,4010.0,Jumeirah,44.0,19.0,5.0,3.0,"Parking, Pool, Gym",West,New,3.72,3.39,3.75,Recession,4.69,8029917.0,306.0,0.010763959533950502,0.0012630459349863724,0.5,0,0.15934065934065933,0.04189252751514201,0.05785112064111656,0.5309977192956743,Medium Risk
2019-10-26 10:00:58.325832584,2295086.0,Rent,Villa,8239.0,Downtown Dubai,42.0,45.0,9.0,3.0,"Gym, Parking",West,Renovated,3.09,4.43,3.55,Stable,0.25,7339168.0,83.0,0.008767712962408119,0.010932944606413994,0.25,0,0.771978021978022,0.003827040780152133,0.12202023856450465,0.26067061490378096,Low Risk
2019-10-26 14:23:47.902790280,12194323.0,Rent,Land,5305.0,Unknown,34.0,31.0,5.0,5.0,"Pool, Parking, Elevator, Garden, Gym",South,Renovated,2.87,3.55,3.57,Stable,4.72,7598264.0,248.0,0.08161271248323931,0.0025407753462830915,1.0,0,0.31868131868131866,0.3839050371841025,0.7905250535589765,0.47385817432422067,Medium Risk
2019-10-26 18:46:37.479747976,6712559.0,Rent,Apartment,5723.0,Unknown,35.0,6.0,5.0,3.0,"Elevator, Parking, Pool, Garden, Gym",South,New,2.72,4.91,3.58,Stable,0.65,1488696.0,329.0,0.04101836704996769,0.00037105751391465676,1.0,0,0.09615384615384616,0.029102184529756523,0.41949140159838477,0.3284079346995807,Low Risk
2019-10-26 23:09:27.056705672,8200539.0,Sale,Penthouse,2299.0,Palm Jumeirah,4.0,21.0,5.0,4.0,"Garden, Elevator, Parking, Gym, Pool",West,Under Construction,1.99,4.39,3.85,Recession,8.9,7447483.0,17.0,0.12731884109417038,0.02380952380952381,1.0,0,0.9532967032967034,0.4868066727483487,0.5159475183450553,0.6234072331681326,Medium Risk
2019-10-27 03:32:16.633663368,12385209.0,Sale,Land,9203.0,Unknown,40.0,6.0,9.0,3.0,"Parking, Pool",South,Needs Renovation,2.22,5.93,3.85,Unknown,3.56,2373663.0,315.0,0.047255490623013784,0.00038749677086024286,0.25,0,0.1346153846153846,0.2940881024812102,0.7981347113422415,0.5168415818007971,Medium Risk
2019-10-27 07:55:06.210621064,10238739.0,Unknown,Townhouse,2065.0,Unknown,30.0,27.0,5.0,1.0,"Gym, Parking, Garden, Elevator",North,Renovated,3.68,3.44,3.83,Recession,3.43,10419193.0,45.0,0.1774662390145196,0.011978704525288377,0.75,0,0.8763736263736264,0.23424196896821448,0.6638441530356333,0.41129823700083623,Medium Risk
2019-10-27 12:17:55.787578756,3231610.0,Rent,Land,6832.0,Jumeirah,10.0,19.0,7.0,3.0,"Parking, Elevator",East,Under Construction,2.98,3.99,3.72,Stable,0.18,4525236.0,97.0,0.01577966316797585,0.003956684714702207,0.25,0,0.7335164835164835,0.0038798556324225546,0.1851978092666478,0.23027609724357448,Low Risk
2019-10-27 16:40:45.364536452,4862500.0,Unknown,Townhouse,10436.0,Business Bay,48.0,19.0,3.0,4.0,"Pool, Parking, Gym, Garden, Elevator",West,Under Construction,4.25,2.56,3.72,Stable,8.11,888361.0,341.0,0.015525350155430086,0.0011337868480725624,1.0,0,0.06318681318681318,0.2630295767308098,0.29956176467701484,0.7096130869711785,High Risk
2019-10-27 21:03:34.941494148,2275520.0,Rent,Apartment,5605.0,Jumeirah,42.0,34.0,3.0,2.0,Elevator,West,Renovated,2.48,2.74,3.65,Unknown,2.15,13804019.0,284.0,0.013361925465419412,0.002434658073755818,0.0,0,0.21978021978021978,0.03263196559520877,0.11978377065300168,0.28275440296196513,Low Risk
2019-10-28 01:26:24.518451844,1053545.0,Unknown,Villa,11854.0,Dubai Marina,9.0,28.0,5.0,2.0,"Elevator, Gym",North,Renovated,1.27,4.32,3.69,Recession,7.84,10847705.0,181.0,0.0019271250245489657,0.0031397174254317113,0.25,0,0.5027472527472527,0.05509260024453457,0.03669744338771989,0.5479516580194399,Medium Risk
2019-10-28 05:49:14.095409540,11550938.0,Rent,Townhouse,10540.0,Business Bay,27.0,42.0,8.0,3.0,Garden,East,Under Construction,1.52,4.02,3.91,Stable,3.87,7665398.0,100.0,0.03824499916899053,0.008486562942008486,0.0,0,0.7252747252747253,0.29816202913404466,0.7368132048380226,0.3382508965882162,Medium Risk
2019-10-28 10:12:03.672367236,4283504.0,Rent,Penthouse,11392.0,Business Bay,9.0,12.0,5.0,1.0,"Gym, Pool, Garden, Parking, Elevator",Unknown,New,3.39,4.78,3.59,Growth,9.93,2477044.0,87.0,0.012282383845199104,0.0027829313543599257,1.0,0,0.760989010989011,0.2837086275375331,0.25749792546997236,0.8000085234465781,High Risk
2019-10-28 14:34:53.249324932,1637272.0,Sale,Townhouse,14426.0,Palm Jumeirah,19.0,28.0,7.0,2.0,"Pool, Elevator, Garden, Parking",East,Needs Renovation,4.22,3.56,3.61,Recession,1.78,14576660.0,357.0,0.0028150137718069325,0.0015961691939345571,0.75,0,0.019230769230769232,0.019438598723913986,0.0786954975711958,0.4301100309486349,Medium Risk
2019-10-28 18:57:42.826282628,6423682.0,Sale,Villa,11956.0,Business Bay,34.0,6.0,5.0,4.0,"Parking, Elevator, Gym",East,Needs Renovation,1.32,5.72,3.61,Growth,2.84,10570451.0,134.0,0.01809845526088301,0.0009070294784580499,0.5,0,0.6318681318681318,0.12168204248999986,0.394095393600962,0.3519439246366599,Medium Risk
2019-10-28 23:20:32.403240324,13555247.0,Unknown,Townhouse,2353.0,Palm Jumeirah,36.0,39.0,7.0,3.0,Garden,Unknown,Under Construction,1.86,2.36,3.62,Growth,5.06,7665398.0,257.0,0.206412643672281,0.003084954912197437,0.0,0,0.29395604395604397,0.45749048925123736,0.8734830858563214,0.3861285508879581,Medium Risk
2019-10-29 03:43:21.980198020,5831010.0,Sale,Townhouse,9808.0,Unknown,3.0,37.0,5.0,5.0,"Parking, Pool, Gym, Garden, Elevator",South,Renovated,4.99,2.37,3.69,Stable,2.35,6984970.0,251.0,0.02016235350168605,0.0029964366699060576,1.0,0,0.31043956043956045,0.09139780503173474,0.36871047222798353,0.4247662729360302,Medium Risk
2019-10-29 08:06:11.557155716,2816283.0,Sale,Villa,9519.0,Jumeirah,26.0,49.0,2.0,2.0,Gym,South,Needs Renovation,2.17,5.98,3.77,Recession,5.06,7665398.0,154.0,0.009391615881401048,0.006451612903225806,0.0,0,0.5769230769230769,0.09504973886052703,0.15560819278456428,0.5515966098866357,Medium Risk
2019-10-29 12:29:01.134113412,4559420.0,Sale,Apartment,7714.0,Unknown,14.0,47.0,6.0,5.0,"Pool, Elevator, Garden",North,Under Construction,2.59,2.3,3.82,Unknown,7.28,13165172.0,269.0,0.02003705901165968,0.0035525321239606956,0.5,0,0.260989010989011,0.2213936176222838,0.27383858966254454,0.528350630551071,Medium Risk
2019-10-29 16:51:50.711071108,4534726.0,Rent,Villa,1245.0,Downtown Dubai,15.0,10.0,7.0,3.0,"Gym, Elevator, Pool, Garden, Parking",West,Needs Renovation,2.04,3.99,3.91,Stable,5.06,7861123.0,277.0,0.1299869442439534,0.0007341065922771986,1.0,0,0.23901098901098902,0.15304730458694754,0.2705365840222458,0.457509987679567,Medium Risk
2019-10-29 21:14:40.288028804,2401371.0,Sale,Land,3951.0,Downtown Dubai,14.0,45.0,5.0,5.0,"Parking, Gym, Pool, Elevator",South,Under Construction,2.54,5.94,3.83,Recession,7.38,14967864.0,131.0,0.020637697118426213,0.006957328385899814,0.75,0,0.6401098901098901,0.1182060597644312,0.1283492191968629,0.6782967472048215,High Risk
2019-10-30 01:37:29.864986500,6969604.0,Unknown,Villa,7776.0,Unknown,22.0,22.0,8.0,5.0,"Pool, Garden, Elevator, Parking, Gym",Unknown,Needs Renovation,2.59,4.31,3.73,Growth,1.5,3371203.0,116.0,0.031044879619353035,0.0038374324088609802,1.0,0,0.6813186813186813,0.06973061243764658,0.4362380925924848,0.2827625029219784,Low Risk
2019-10-30 06:00:19.441944196,8081618.0,Unknown,Penthouse,13961.0,Downtown Dubai,43.0,20.0,9.0,3.0,"Elevator, Garden, Parking, Gym, Pool",East,Under Construction,1.38,2.45,3.66,Stable,2.16,14149942.0,236.0,0.01959877845136413,0.001722207870489968,1.0,0,0.3516483516483517,0.11643302669463522,0.5047435642933846,0.16650213930264507,Low Risk
2019-10-30 10:23:09.018901892,5590817.0,Rent,Townhouse,8174.0,Downtown Dubai,27.0,22.0,2.0,4.0,"Pool, Elevator, Parking",North,Renovated,4.71,3.57,3.54,Recession,8.44,4726692.0,71.0,0.023388120718096244,0.006235827664399093,0.5,0,0.804945054945055,0.3147326809965714,0.3511193551064854,0.757460482802955,High Risk
2019-10-30 14:45:58.595859584,4510952.0,Rent,Townhouse,12218.0,Palm Jumeirah,22.0,48.0,4.0,3.0,Elevator,West,Under Construction,2.98,4.72,3.71,Unknown,2.64,10807043.0,349.0,0.01203706666303127,0.0027988338192419825,0.0,0,0.04120879120879121,0.07943213765384878,0.2717282691719307,0.46259393928785775,Medium Risk
2019-10-30 19:08:48.172817280,2269901.0,Sale,Apartment,2164.0,Unknown,36.0,25.0,5.0,5.0,"Parking, Pool",North,Renovated,1.29,3.0,3.74,Recession,8.76,5676081.0,160.0,0.03653693737743796,0.0031689694511344907,0.25,0,0.5604395604395604,0.13262797535017862,0.117631443908579,0.5274612352125356,Medium Risk
2019-10-30 23:31:37.749774976,6427310.0,Sale,Apartment,10442.0,Palm Jumeirah,45.0,49.0,2.0,2.0,"Parking, Elevator, Gym, Pool, Garden",North,Renovated,4.27,2.56,3.78,Stable,8.89,7665398.0,112.0,0.020920159917000504,0.008849557522123894,1.0,0,0.6923076923076923,0.381114195751587,0.406790017302008,0.7011974938659646,High Risk
2019-10-31 03:54:27.326732672,3541563.0,Sale,Apartment,4933.0,Business Bay,13.0,13.0,6.0,5.0,Garden,South,Under Construction,4.28,3.35,3.83,Stable,0.74,10336119.0,197.0,0.024610644021131837,0.001339929911358483,0.0,0,0.45879120879120877,0.0174803775711998,0.209185907188402,0.3450152635003043,Medium Risk
2019-10-31 08:17:16.903690368,12679908.0,Sale,Land,7755.0,Unknown,6.0,7.0,5.0,3.0,"Pool, Garden, Gym, Parking",South,Needs Renovation,4.93,4.37,3.76,Recession,1.27,1816981.0,45.0,0.05768687297282265,0.0031055900621118015,0.75,0,0.8763736263736264,0.10740980818289708,0.8404892057461026,0.42558460155035366,Medium Risk
2019-10-31 12:40:06.480648064,12272424.0,Sale,Apartment,3505.0,Dubai Marina,43.0,6.0,3.0,3.0,"Gym, Garden, Elevator, Pool",South,New,2.56,3.99,3.83,Growth,8.86,6715623.0,353.0,0.12497280825449356,0.0003459010722933241,0.75,0,0.03021978021978022,0.7252507569252835,0.7933031616442238,0.7327813470606233,High Risk
